Package,File,Line,MethodSignature,MethodName,MethodNPath
jsat.linear,/linear/VecPairedComparable.java,23,compareTo(VecPairedComparable),compareTo,1
jsat.linear,/linear/DenseMatrix.java,35,DenseMatrix(Vec, Vec),DenseMatrix,3
jsat.linear,/linear/DenseMatrix.java,51,DenseMatrix(int, int),DenseMatrix,1
jsat.linear,/linear/DenseMatrix.java,63,DenseMatrix(double),DenseMatrix,3
jsat.linear,/linear/DenseMatrix.java,78,DenseMatrix(Matrix),DenseMatrix,1
jsat.linear,/linear/DenseMatrix.java,85,getMatrixOfSameType(int, int),getMatrixOfSameType,1
jsat.linear,/linear/DenseMatrix.java,91,mutableAdd(double, Matrix),mutableAdd,6
jsat.linear,/linear/DenseMatrix.java,102,multiply(Vec, double, Vec),multiply,8
jsat.linear,/linear/DenseMatrix.java,118,transposeMultiply(double, Vec, Vec),transposeMultiply,15
jsat.linear,/linear/DenseMatrix.java,137,blockMultiply(Matrix),blockMultiply,14
jsat.linear,/linear/DenseMatrix.java,178,initalVKNormCompute(int, int, double, double),initalVKNormCompute,2
jsat.linear,/linear/DenseMatrix.java,189,qrUpdateQ(DenseMatrix, int, double, double),qrUpdateQ,5
jsat.linear,/linear/DenseMatrix.java,210,qrUpdateR(int, int, DenseMatrix, double, double, int),qrUpdateR,10
jsat.linear,/linear/DenseMatrix.java,231,qrUpdateRFirstIteration(DenseMatrix, int, double, double, int),qrUpdateRFirstIteration,4
jsat.linear,/linear/DenseMatrix.java,246,changeSize(int, int),changeSize,24
jsat.linear,/linear/DenseMatrix.java,272,BlockMultRun(CountDownLatch, DenseMatrix, DenseMatrix, int),BlockMultRun,1
jsat.linear,/linear/DenseMatrix.java,284,run(),run,7
jsat.linear,/linear/DenseMatrix.java,308,blockMultiply(DenseMatrix, ExecutorService, DenseMatrix),blockMultiply,16
jsat.linear,/linear/DenseMatrix.java,330,transposeMultiply(Matrix, Matrix),transposeMultiply,1
jsat.linear,/linear/DenseMatrix.java,337,transposeMultiply(Matrix, Matrix, ExecutorService),transposeMultiply,192
jsat.linear,/linear/DenseMatrix.java,406,multiply(Matrix, Matrix),multiply,48
jsat.linear,/linear/DenseMatrix.java,466,MultRun(CountDownLatch, DenseMatrix, DenseMatrix, DenseMatrix, int),MultRun,1
jsat.linear,/linear/DenseMatrix.java,475,run(),run,4
jsat.linear,/linear/DenseMatrix.java,501,multiply(Matrix, Matrix, ExecutorService),multiply,96
jsat.linear,/linear/DenseMatrix.java,536,mutableMultiply(double),mutableMultiply,3
jsat.linear,/linear/DenseMatrix.java,544,mutableTranspose(),mutableTranspose,3
jsat.linear,/linear/DenseMatrix.java,556,transpose(),transpose,1
jsat.linear,/linear/DenseMatrix.java,564,transpose(Matrix),transpose,15
jsat.linear,/linear/DenseMatrix.java,577,get(int, int),get,1
jsat.linear,/linear/DenseMatrix.java,583,set(int, int, double),set,1
jsat.linear,/linear/DenseMatrix.java,589,rows(),rows,1
jsat.linear,/linear/DenseMatrix.java,595,cols(),cols,1
jsat.linear,/linear/DenseMatrix.java,601,isSparce(),isSparce,1
jsat.linear,/linear/DenseMatrix.java,607,swapRows(int, int),swapRows,5
jsat.linear,/linear/DenseMatrix.java,619,zeroOut(),zeroOut,2
jsat.linear,/linear/DenseMatrix.java,626,getRowView(int),getRowView,1
jsat.linear,/linear/DenseMatrix.java,632,lup(),lup,84
jsat.linear,/linear/DenseMatrix.java,711,LUProwRun(DenseMatrix, DenseMatrix, int, int),LUProwRun,1
jsat.linear,/linear/DenseMatrix.java,723,call(),call,9
jsat.linear,/linear/DenseMatrix.java,749,lup(ExecutorService),lup,204
jsat.linear,/linear/DenseMatrix.java,842,qr(),qr,24
jsat.linear,/linear/DenseMatrix.java,901,QRRun(DenseMatrix, DenseMatrix, double, double, int, int, CountDownLatch),QRRun,1
jsat.linear,/linear/DenseMatrix.java,914,run(),run,75
jsat.linear,/linear/DenseMatrix.java,957,qr(ExecutorService),qr,72
jsat.linear,/linear/DenseMatrix.java,1022,clone(),clone,2
jsat.linear,/linear/SubVector.java,30,SubVector(int, int, Vec),SubVector,4
jsat.linear,/linear/SubVector.java,43,length(),length,1
jsat.linear,/linear/SubVector.java,49,get(int),get,2
jsat.linear,/linear/SubVector.java,57,set(int, double),set,2
jsat.linear,/linear/SubVector.java,65,isSparse(),isSparse,1
jsat.linear,/linear/SubVector.java,71,getNonZeroIterator(int),getNonZeroIterator,8
jsat.linear,/linear/SubVector.java,111,clone(),clone,2
jsat.linear,/linear/SubVector.java,120,setLength(int),setLength,1
jsat.linear,/linear/RowColumnOps.java,17,addDiag(Matrix, int, int, double),addDiag,2
jsat.linear,/linear/RowColumnOps.java,32,addRow(Matrix, int, int, int, double),addRow,2
jsat.linear,/linear/RowColumnOps.java,45,addRow(Matrix, int, double),addRow,1
jsat.linear,/linear/RowColumnOps.java,59,multRow(Matrix, int, int, int, double),multRow,2
jsat.linear,/linear/RowColumnOps.java,72,multRow(Matrix, int, double),multRow,1
jsat.linear,/linear/RowColumnOps.java,88,multRow(Matrix, int, int, int, Vec),multRow,2
jsat.linear,/linear/RowColumnOps.java,103,multRow(Matrix, int, Vec),multRow,2
jsat.linear,/linear/RowColumnOps.java,121,multRow(Matrix, int, int, int, double),multRow,2
jsat.linear,/linear/RowColumnOps.java,134,multRow(Matrix, int, double),multRow,2
jsat.linear,/linear/RowColumnOps.java,150,divRow(Matrix, int, int, int, double),divRow,2
jsat.linear,/linear/RowColumnOps.java,163,divRow(Matrix, int, double),divRow,1
jsat.linear,/linear/RowColumnOps.java,177,addCol(Matrix, int, int, int, double),addCol,2
jsat.linear,/linear/RowColumnOps.java,190,addCol(Matrix, int, double),addCol,1
jsat.linear,/linear/RowColumnOps.java,204,multCol(Matrix, int, int, int, double),multCol,2
jsat.linear,/linear/RowColumnOps.java,217,multCol(Matrix, int, double),multCol,1
jsat.linear,/linear/RowColumnOps.java,231,divCol(Matrix, int, int, int, double),divCol,2
jsat.linear,/linear/RowColumnOps.java,244,divCol(Matrix, int, double),divCol,1
jsat.linear,/linear/RowColumnOps.java,260,divCol(Matrix, int, int, int, Vec),divCol,2
jsat.linear,/linear/RowColumnOps.java,276,divCol(Matrix, int, int, int, double),divCol,2
jsat.linear,/linear/RowColumnOps.java,293,addMultRow(Matrix, int, int, int, double, double),addMultRow,2
jsat.linear,/linear/RowColumnOps.java,310,addMultRow(Matrix, int, int, int, double, Vec),addMultRow,2
jsat.linear,/linear/RowColumnOps.java,327,addMultCol(Matrix, int, int, int, double, double),addMultCol,2
jsat.linear,/linear/RowColumnOps.java,344,addMultCol(Matrix, int, int, int, double, Vec),addMultCol,2
jsat.linear,/linear/RowColumnOps.java,358,swapCol(Matrix, int, int, int, int),swapCol,2
jsat.linear,/linear/RowColumnOps.java,375,swapCol(Matrix, int, int),swapCol,1
jsat.linear,/linear/RowColumnOps.java,388,swapRow(Matrix, int, int, int, int),swapRow,2
jsat.linear,/linear/RowColumnOps.java,405,swapRow(Matrix, int, int),swapRow,1
jsat.linear,/linear/RowColumnOps.java,418,fillRow(Matrix, int, int, int, double),fillRow,2
jsat.linear,/linear/RowColumnOps.java,432,fillCol(Matrix, int, int, int, double),fillCol,2
jsat.linear,/linear/ConcatenatedVec.java,30,ConcatenatedVec(List),ConcatenatedVec,2
jsat.linear,/linear/ConcatenatedVec.java,50,ConcatenatedVec(Vec...),ConcatenatedVec,1
jsat.linear,/linear/ConcatenatedVec.java,56,length(),length,1
jsat.linear,/linear/ConcatenatedVec.java,62,get(int),get,1
jsat.linear,/linear/ConcatenatedVec.java,69,set(int, double),set,1
jsat.linear,/linear/ConcatenatedVec.java,78,increment(int, double),increment,1
jsat.linear,/linear/ConcatenatedVec.java,85,nnz(),nnz,2
jsat.linear,/linear/ConcatenatedVec.java,94,mutableAdd(double, Vec),mutableAdd,2
jsat.linear,/linear/ConcatenatedVec.java,103,getNonZeroIterator(int),getNonZeroIterator,126
jsat.linear,/linear/ConcatenatedVec.java,176,isSparse(),isSparse,3
jsat.linear,/linear/ConcatenatedVec.java,185,clone(),clone,2
jsat.linear,/linear/ConcatenatedVec.java,193,getBaseIndex(int),getBaseIndex,2
jsat.linear,/linear/ConcatenatedVec.java,202,setLength(int),setLength,8
jsat.linear,/linear/CholeskyDecomposition.java,44,CholeskyDecomposition(Matrix),CholeskyDecomposition,4
jsat.linear,/linear/CholeskyDecomposition.java,73,CholeskyDecomposition(Matrix, ExecutorService),CholeskyDecomposition,14
jsat.linear,/linear/CholeskyDecomposition.java,120,getLT(),getLT,3
jsat.linear,/linear/CholeskyDecomposition.java,136,solve(Vec),solve,1
jsat.linear,/linear/CholeskyDecomposition.java,153,solve(Matrix),solve,1
jsat.linear,/linear/CholeskyDecomposition.java,171,solve(Matrix, ExecutorService),solve,1
jsat.linear,/linear/CholeskyDecomposition.java,187,getDet(),getDet,1
jsat.linear,/linear/CholeskyDecomposition.java,199,getLogDet(),getLogDet,2
jsat.linear,/linear/CholeskyDecomposition.java,207,computeLJJ(Matrix, int),computeLJJ,4
jsat.linear,/linear/CholeskyDecomposition.java,228,updateRows(int, int, int, int, Matrix, double),updateRows,3
jsat.linear,/linear/CholeskyDecomposition.java,249,copyUpperToLower(int),copyUpperToLower,3
jsat.linear,/linear/ShiftedVec.java,33,ShiftedVec(Vec, double),ShiftedVec,1
jsat.linear,/linear/ShiftedVec.java,42,getBase(),getBase,1
jsat.linear,/linear/ShiftedVec.java,52,setShift(double),setShift,1
jsat.linear,/linear/ShiftedVec.java,62,getShift(),getShift,1
jsat.linear,/linear/ShiftedVec.java,72,embedShift(),embedShift,1
jsat.linear,/linear/ShiftedVec.java,79,length(),length,1
jsat.linear,/linear/ShiftedVec.java,85,get(int),get,1
jsat.linear,/linear/ShiftedVec.java,91,set(int, double),set,1
jsat.linear,/linear/ShiftedVec.java,97,increment(int, double),increment,1
jsat.linear,/linear/ShiftedVec.java,103,mutableAdd(Vec),mutableAdd,2
jsat.linear,/linear/ShiftedVec.java,116,mutableAdd(double),mutableAdd,1
jsat.linear,/linear/ShiftedVec.java,122,mutableAdd(double, Vec),mutableAdd,2
jsat.linear,/linear/ShiftedVec.java,135,mutableDivide(double),mutableDivide,2
jsat.linear,/linear/ShiftedVec.java,144,mutableMultiply(double),mutableMultiply,1
jsat.linear,/linear/ShiftedVec.java,151,mutablePairwiseDivide(Vec),mutablePairwiseDivide,1
jsat.linear,/linear/ShiftedVec.java,160,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,1
jsat.linear,/linear/ShiftedVec.java,174,dot(Vec),dot,2
jsat.linear,/linear/ShiftedVec.java,185,zeroOut(),zeroOut,1
jsat.linear,/linear/ShiftedVec.java,192,pNorm(double),pNorm,4
jsat.linear,/linear/ShiftedVec.java,211,mean(),mean,1
jsat.linear,/linear/ShiftedVec.java,217,variance(),variance,1
jsat.linear,/linear/ShiftedVec.java,223,standardDeviation(),standardDeviation,1
jsat.linear,/linear/ShiftedVec.java,229,kurtosis(),kurtosis,1
jsat.linear,/linear/ShiftedVec.java,235,max(),max,1
jsat.linear,/linear/ShiftedVec.java,241,min(),min,1
jsat.linear,/linear/ShiftedVec.java,247,median(),median,1
jsat.linear,/linear/ShiftedVec.java,253,getNonZeroIterator(int),getNonZeroIterator,364
jsat.linear,/linear/ShiftedVec.java,339,isSparse(),isSparse,1
jsat.linear,/linear/ShiftedVec.java,345,clone(),clone,1
jsat.linear,/linear/ShiftedVec.java,351,setLength(int),setLength,1
jsat.linear,/linear/GenericMatrix.java,43,mutableAdd(double, Matrix),mutableAdd,6
jsat.linear,/linear/GenericMatrix.java,54,mutableAdd(double, Matrix, ExecutorService),mutableAdd,16
jsat.linear,/linear/GenericMatrix.java,87,mutableAdd(double),mutableAdd,3
jsat.linear,/linear/GenericMatrix.java,95,mutableAdd(double, ExecutorService),mutableAdd,8
jsat.linear,/linear/GenericMatrix.java,126,multiply(Vec, double, Vec),multiply,24
jsat.linear,/linear/GenericMatrix.java,156,multiply(Matrix, Matrix),multiply,16
jsat.linear,/linear/GenericMatrix.java,180,multiplyTranspose(Matrix, Matrix),multiplyTranspose,28
jsat.linear,/linear/GenericMatrix.java,205,multiplyTranspose(Matrix, Matrix, ExecutorService),multiplyTranspose,64
jsat.linear,/linear/GenericMatrix.java,257,multiply(Matrix, Matrix, ExecutorService),multiply,360
jsat.linear,/linear/GenericMatrix.java,328,mutableMultiply(double),mutableMultiply,3
jsat.linear,/linear/GenericMatrix.java,336,mutableMultiply(double, ExecutorService),mutableMultiply,8
jsat.linear,/linear/GenericMatrix.java,365,transposeMultiply(double, Vec, Vec),transposeMultiply,15
jsat.linear,/linear/GenericMatrix.java,384,transposeMultiply(Matrix, Matrix),transposeMultiply,1
jsat.linear,/linear/GenericMatrix.java,390,transposeMultiply(Matrix, Matrix, ExecutorService),transposeMultiply,64
jsat.linear,/linear/GenericMatrix.java,442,mutableTranspose(),mutableTranspose,6
jsat.linear,/linear/GenericMatrix.java,456,transpose(Matrix),transpose,15
jsat.linear,/linear/GenericMatrix.java,469,swapRows(int, int),swapRows,10
jsat.linear,/linear/GenericMatrix.java,484,zeroOut(),zeroOut,3
jsat.linear,/linear/GenericMatrix.java,492,lup(),lup,168
jsat.linear,/linear/GenericMatrix.java,566,lup(ExecutorService),lup,1948
jsat.linear,/linear/GenericMatrix.java,697,qr(),qr,24
jsat.linear,/linear/GenericMatrix.java,748,qrUpdateR(int, int, Matrix, double, double, int),qrUpdateR,10
jsat.linear,/linear/GenericMatrix.java,768,qrUpdateRInitalLoop(int, Matrix, double, double, int),qrUpdateRInitalLoop,4
jsat.linear,/linear/GenericMatrix.java,781,qrUpdateQ(Matrix, int, double, double),qrUpdateQ,5
jsat.linear,/linear/GenericMatrix.java,797,initalVKNormCompute(int, int, double, Matrix),initalVKNormCompute,2
jsat.linear,/linear/GenericMatrix.java,809,qr(ExecutorService),qr,9640
jsat.linear,/linear/GenericMatrix.java,933,clone(),clone,1
jsat.linear,/linear/RandomVector.java,34,RandomVector(int),RandomVector,1
jsat.linear,/linear/RandomVector.java,45,RandomVector(int, long),RandomVector,2
jsat.linear,/linear/RandomVector.java,57,RandomVector(RandomVector),RandomVector,1
jsat.linear,/linear/RandomVector.java,65,initialValue(),initialValue,1
jsat.linear,/linear/RandomVector.java,83,get(int),get,1
jsat.linear,/linear/RandomVector.java,92,set(int, double),set,1
jsat.linear,/linear/RandomVector.java,98,length(),length,1
jsat.linear,/linear/RandomVector.java,104,multiply(double, Matrix, Vec),multiply,12
jsat.linear,/linear/RandomVector.java,120,mutableAdd(double),mutableAdd,1
jsat.linear,/linear/RandomVector.java,126,mutableAdd(double, Vec),mutableAdd,1
jsat.linear,/linear/RandomVector.java,132,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,1
jsat.linear,/linear/RandomVector.java,138,mutableMultiply(double),mutableMultiply,1
jsat.linear,/linear/RandomVector.java,144,mutablePairwiseDivide(Vec),mutablePairwiseDivide,1
jsat.linear,/linear/RandomVector.java,150,mutableDivide(double),mutableDivide,1
jsat.linear,/linear/RandomVector.java,156,sortedCopy(),sortedCopy,1
jsat.linear,/linear/RandomVector.java,163,min(),min,2
jsat.linear,/linear/RandomVector.java,172,max(),max,2
jsat.linear,/linear/RandomVector.java,181,isSparse(),isSparse,1
jsat.linear,/linear/RandomVector.java,190,dot(Vec),dot,2
jsat.linear,/linear/RandomVector.java,200,canBeMutated(),canBeMutated,1
jsat.linear,/linear/RandomVector.java,206,setLength(int),setLength,1
jsat.linear,/linear/VecOps.java,32,accumulateSum(Vec, Vec, Vec, Function1D),accumulateSum,1764
jsat.linear,/linear/VecOps.java,103,weightedDot(Vec, Vec, Vec),weightedDot,138
jsat.linear,/linear/MatrixStatistics.java,37,MatrixStatistics(),MatrixStatistics,1
jsat.linear,/linear/MatrixStatistics.java,48,meanVector(List),meanVector,2
jsat.linear,/linear/MatrixStatistics.java,64,meanVector(DataSet),meanVector,1
jsat.linear,/linear/MatrixStatistics.java,77,meanVector(Vec, List),meanVector,6
jsat.linear,/linear/MatrixStatistics.java,97,meanVector(Vec, List, Collection),meanVector,6
jsat.linear,/linear/MatrixStatistics.java,114,meanVector(Vec, DataSet),meanVector,4
jsat.linear,/linear/MatrixStatistics.java,129,covarianceMatrix(Vec, List),covarianceMatrix,1
jsat.linear,/linear/MatrixStatistics.java,136,covarianceMatrix(Vec, Matrix, List),covarianceMatrix,10
jsat.linear,/linear/MatrixStatistics.java,168,covarianceMatrix(Vec, Matrix, List, Collection),covarianceMatrix,10
jsat.linear,/linear/MatrixStatistics.java,209,covarianceMatrix(Vec, DataSet, Matrix),covarianceMatrix,2
jsat.linear,/linear/MatrixStatistics.java,233,covarianceMatrix(Vec, DataSet, Matrix, double, double),covarianceMatrix,10
jsat.linear,/linear/MatrixStatistics.java,284,covarianceMatrix(Vec, DataSet),covarianceMatrix,1
jsat.linear,/linear/MatrixStatistics.java,300,covarianceDiag(Vec, Vec, DataSet),covarianceDiag,6
jsat.linear,/linear/MatrixStatistics.java,335,covarianceDiag(Vec, DataSet),covarianceDiag,1
jsat.linear,/linear/MatrixStatistics.java,352,covarianceDiag(Vec, Vec, List),covarianceDiag,6
jsat.linear,/linear/MatrixStatistics.java,386,covarianceDiag(Vec, Vec, List, Collection),covarianceDiag,6
jsat.linear,/linear/MatrixStatistics.java,419,covarianceDiag(Vec, List, List),covarianceDiag,1
jsat.linear,/linear/MatrixStatistics.java,447,FastMCD(Vec, Matrix, List, boolean),FastMCD,11088
jsat.linear,/linear/MatrixStatistics.java,695,MCD_C_step(Vec, Matrix, List, IntList, int, boolean),MCD_C_step,8
jsat.linear,/linear/TruncatedSVD.java,38,TruncatedSVD(Matrix, int),TruncatedSVD,6
jsat.linear,/linear/TruncatedSVD.java,82,sLength(),sLength,1
jsat.linear,/linear/TruncatedSVD.java,91,getU(),getU,1
jsat.linear,/linear/TruncatedSVD.java,100,getV(),getV,1
jsat.linear,/linear/TruncatedSVD.java,109,getSingularValues(),getSingularValues,1
jsat.linear,/linear/TruncatedSVD.java,118,getS(),getS,2
jsat.linear,/linear/TruncatedSVD.java,130,getNorm2(),getNorm2,1
jsat.linear,/linear/TruncatedSVD.java,141,getCondition(),getCondition,1
jsat.linear,/linear/TruncatedSVD.java,146,getDefaultTolerance(),getDefaultTolerance,1
jsat.linear,/linear/TruncatedSVD.java,155,getRank(),getRank,1
jsat.linear,/linear/TruncatedSVD.java,166,isFullRank(),isFullRank,1
jsat.linear,/linear/TruncatedSVD.java,176,getRank(double),getRank,3
jsat.linear,/linear/TruncatedSVD.java,188,getInverseSingularValues(),getInverseSingularValues,1
jsat.linear,/linear/TruncatedSVD.java,197,getInverseSingularValues(double),getInverseSingularValues,3
jsat.linear,/linear/QRDecomposition.java,18,QRDecomposition(Matrix, Matrix),QRDecomposition,3
jsat.linear,/linear/QRDecomposition.java,30,QRDecomposition(Matrix),QRDecomposition,1
jsat.linear,/linear/QRDecomposition.java,38,QRDecomposition(Matrix, ExecutorService),QRDecomposition,1
jsat.linear,/linear/QRDecomposition.java,50,absDet(),absDet,4
jsat.linear,/linear/QRDecomposition.java,62,solve(Vec),solve,2
jsat.linear,/linear/QRDecomposition.java,78,solve(Matrix),solve,1
jsat.linear,/linear/QRDecomposition.java,92,solve(Matrix, ExecutorService),solve,1
jsat.linear,/linear/Vec.java,41,countNaNs(),countNaNs,3
jsat.linear,/linear/Vec.java,59,canBeMutated(),canBeMutated,1
jsat.linear,/linear/Vec.java,71,getThisSide(Vec),getThisSide,18
jsat.linear,/linear/Vec.java,90,nnz(),nnz,2
jsat.linear,/linear/Vec.java,123,increment(int, double),increment,1
jsat.linear,/linear/Vec.java,133,add(double),add,1
jsat.linear,/linear/Vec.java,145,add(Vec),add,1
jsat.linear,/linear/Vec.java,157,subtract(double),subtract,1
jsat.linear,/linear/Vec.java,167,subtract(Vec),subtract,1
jsat.linear,/linear/Vec.java,181,pairwiseMultiply(Vec),pairwiseMultiply,1
jsat.linear,/linear/Vec.java,193,multiply(double),multiply,1
jsat.linear,/linear/Vec.java,206,multiply(Matrix),multiply,1
jsat.linear,/linear/Vec.java,218,multiply(Matrix, Vec),multiply,1
